id,title,year,runtime,genres,rating,numVotes
tt0113987,Nixon,1995.0,192.0,"Biography,Drama,History",7.0,34255
tt0113999,One Man's Justice,1996.0,100.0,"Action,Thriller",5.4,1394
tt0114011,Now and Then,1995.0,102.0,"Comedy,Drama,Romance",6.8,34450
tt0114031,Oh Darling Yeh Hai India,1995.0,160.0,Comedy,4.0,2097
tt0114048,Operation Dumbo Drop,1995.0,107.0,"Action,Adventure,Comedy",5.2,10131
tt0114055,Peculiarities of the National Hunt,1995.0,93.0,Comedy,7.4,5074
tt0114057,Othello,1995.0,123.0,"Drama,Romance",6.8,10547
tt0114069,Outbreak,1995.0,127.0,"Action,Drama,Thriller",6.6,144117
tt0114070,Mind Ripper,1995.0,96.0,"Horror,Sci-Fi",4.0,2431
tt0114084,Panther,1995.0,124.0,Drama,6.4,2816
tt0114086,Beyond the Clouds,1995.0,110.0,"Drama,Romance",6.4,6466
tt0114092,Pari,1995.0,115.0,"Drama,Romance",6.5,1004
tt0114095,Party Girl,1995.0,94.0,"Comedy,Drama,Romance",6.5,8490
tt0114099,The Passion of Darkly Noon,1995.0,101.0,"Drama,Mystery,Thriller",5.8,4514
tt0114108,The Pebble and the Penguin,1995.0,74.0,"Adventure,Animation,Comedy",5.6,5963
tt0114112,Like It Never Was Before,1995.0,108.0,"Drama,Romance",6.4,1026
tt0114113,The Perez Family,1995.0,113.0,"Comedy,Drama,Romance",6.0,2568
tt0114115,The Dog in the Manger,1996.0,119.0,"Comedy,Romance",6.8,1113
tt0114126,Thunderbolt,1995.0,110.0,"Action,Crime,Thriller",6.3,10686
tt0114134,The Pillow Book,1995.0,126.0,Drama,6.5,14123
tt0114148,Pocahontas,1995.0,81.0,"Adventure,Animation,Drama",6.7,214359
tt0114168,Powder,1995.0,111.0,"Drama,Fantasy,Mystery",6.6,34314
tt0114193,Project: Metalbeast,1995.0,92.0,"Horror,Sci-Fi",4.6,1396
tt0114194,The Prophecy,1995.0,98.0,"Action,Crime,Drama",6.4,35115
tt0114196,Proteus,1995.0,97.0,"Horror,Sci-Fi,Thriller",4.1,1340
tt0114210,A Pyromaniac's Love Story,1995.0,94.0,"Comedy,Romance",5.3,1190
tt0114212,O Quatrilho,1995.0,92.0,"Drama,Romance",6.8,1743
tt0114214,The Quick and the Dead,1995.0,108.0,"Action,Drama,Romance",6.5,110845
tt0114230,Raja,1995.0,168.0,"Action,Comedy,Drama",5.1,1152
tt0114231,Ram Jaane,1995.0,122.0,"Action,Crime,Drama",5.4,4719
tt0114234,Rangeela,1995.0,142.0,"Comedy,Drama,Musical",7.4,11017
tt0114246,Red Ribbon Blues,1996.0,97.0,"Comedy,Drama",4.4,1038
tt0114266,Rendez-vous in Paris,1995.0,98.0,"Comedy,Romance",7.2,2700
tt0114272,Restoration,1995.0,117.0,"Biography,Drama,History",6.6,10295
tt0114279,Richard III,1995.0,104.0,"Drama,Sci-Fi,War",7.3,16210
tt0114287,Rob Roy,1995.0,139.0,"Adventure,Biography,Drama",6.9,48621
tt0114296,Roommates,1995.0,108.0,"Comedy,Drama",6.4,2136
tt0114303,Rough Magic,1995.0,104.0,"Comedy,Drama,Fantasy",5.5,2245
tt0114306,Rumpelstiltskin,1995.0,87.0,"Comedy,Fantasy,Horror",4.6,2993
